,x0,x1,y1,x3,y3,x4,y4
0,0.0,0.0,1,0.0,79,0.0,109
1,0.0,0.0,1,0.0,76,0.0,104
2,0.0,0.0,1,0.0,81,0.0,110
3,0.0,0.0,1,0.0,80,0.0,109
4,0.0,0.0,1,0.0,77,0.0,106
5,2.0,0.0,1,0.0,79,0.0,107
6,2.0,0.0,502,2.8284271247461903,83,0.0,110
7,2.8284271247461903,0.0,70,2.8284271247461903,84,0.0,108
8,0.0,0.0,204,2.0,82,0.0,106
9,0.0,0.0,65,2.0,83,0.0,110
10,0.0,0.0,77,2.0,88,0.0,108
11,0.0,0.0,1,0.0,81,0.0,110
12,0.0,0.0,1,0.0,77,0.0,106
13,0.0,0.0,1,0.0,75,0.0,104
14,2.0,0.0,173,2.8284271247461903,84,0.0,110
15,0.0,0.0,1,0.0,78,0.0,107
16,0.0,0.0,1,0.0,79,0.0,108
17,0.0,0.0,86,2.0,88,0.0,102
18,2.0,0.0,34,2.0,84,0.0,113
19,0.0,0.0,1,0.0,77,0.0,106
20,2.0,0.0,76,2.0,84,0.0,104
21,0.0,0.0,1,0.0,71,0.0,100
22,0.0,0.0,1,0.0,78,0.0,107
23,0.0,0.0,1,0.0,80,0.0,109
24,0.0,0.0,1,0.0,65,0.0,94
25,0.0,0.0,1,0.0,74,0.0,103
26,2.0,0.0,16,2.8284271247461903,81,0.0,109
27,0.0,0.0,1,0.0,71,0.0,100
28,0.0,0.0,23,2.0,82,0.0,109
29,0.0,0.0,1,0.0,75,0.0,103
30,0.0,0.0,1,0.0,78,0.0,106
31,0.0,0.0,1,0.0,76,0.0,105
32,0.0,0.0,1,0.0,75,0.0,104
33,0.0,0.0,1,0.0,79,0.0,108
34,0.0,0.0,1,0.0,70,0.0,99
35,0.0,0.0,1,0.0,73,0.0,102
36,0.0,0.0,1,0.0,74,0.0,103
37,2.0,0.0,144,2.0,83,0.0,110
38,0.0,0.0,1,0.0,74,0.0,101
39,2.0,0.0,36,2.8284271247461903,87,0.0,109
40,0.0,0.0,1,0.0,79,0.0,107
41,0.0,0.0,1,0.0,67,0.0,95
42,0.0,0.0,1,0.0,69,0.0,98
43,0.0,0.0,1,0.0,76,0.0,105
44,0.0,0.0,180,2.0,87,0.0,105
45,0.0,0.0,3,2.0,83,0.0,106
46,0.0,0.0,1,0.0,82,0.0,111
47,0.0,0.0,1,0.0,73,0.0,103
48,2.0,0.0,28,2.0,82,0.0,110
49,0.0,0.0,99,2.0,83,0.0,109
50,2.0,0.0,6,2.0,82,0.0,108
51,0.0,0.0,1,0.0,81,0.0,110
52,0.0,0.0,1,0.0,79,0.0,107
53,0.0,0.0,1,0.0,80,0.0,109
54,0.0,0.0,25,2.0,85,0.0,107
55,0.0,0.0,22,2.0,89,0.0,109
56,0.0,0.0,1,0.0,77,0.0,106
57,0.0,0.0,1,0.0,78,0.0,106
58,0.0,0.0,112,2.0,84,0.0,107
59,0.0,0.0,1,0.0,75,0.0,104
60,0.0,0.0,1,0.0,78,0.0,107
61,2.0,0.0,68,2.8284271247461903,80,0.0,106
62,2.0,0.0,38,2.0,84,0.0,109
63,0.0,0.0,1,0.0,76,0.0,104
64,0.0,0.0,1,0.0,79,0.0,108
65,2.0,0.0,42,2.0,85,0.0,107
66,0.0,0.0,30,2.0,83,0.0,108
67,0.0,0.0,1,0.0,67,0.0,93
68,0.0,0.0,1,0.0,75,0.0,103
69,0.0,0.0,1,0.0,72,0.0,101
70,0.0,0.0,1,0.0,78,0.0,106
71,0.0,0.0,1,0.0,68,0.0,98
72,0.0,0.0,1,0.0,80,0.0,109
73,2.0,0.0,915,2.0,85,0.0,108
74,2.0,0.0,25,2.0,84,0.0,108
75,0.0,0.0,1,0.0,71,0.0,99
76,0.0,0.0,1,0.0,65,0.0,94
77,0.0,0.0,1,0.0,76,0.0,105
78,0.0,0.0,1,0.0,78,0.0,106
79,2.8284271247461903,0.0,278,2.8284271247461903,83,0.0,110
80,0.0,0.0,1,0.0,78,0.0,106
81,0.0,0.0,21,2.0,83,0.0,107
82,0.0,0.0,1,0.0,74,0.0,102
83,0.0,0.0,1,0.0,74,0.0,103
84,0.0,0.0,8,2.0,83,0.0,108
85,2.0,0.0,312,2.0,82,0.0,110
86,0.0,0.0,1,0.0,81,0.0,110
87,0.0,0.0,1,0.0,79,0.0,108
88,0.0,0.0,74,2.0,82,0.0,108
89,0.0,0.0,1,0.0,80,0.0,109
90,0.0,0.0,1,0.0,71,0.0,100
91,0.0,0.0,270,2.0,84,0.0,108
92,2.0,0.0,197,2.0,83,0.0,107
93,0.0,0.0,1,0.0,76,0.0,105
94,0.0,0.0,115,2.0,83,0.0,106
95,2.0,0.0,55,2.8284271247461903,84,0.0,111
96,0.0,0.0,1,0.0,80,0.0,108
97,0.0,0.0,1,0.0,72,0.0,101
98,2.0,0.0,150,2.0,85,0.0,105
99,2.0,0.0,1,0.0,80,0.0,109
