,x0,z0,x3,y3,z3,x4,y4,z4
0,0.0,63.2783015137059,0.0,45,63.2783015137059,0.0,45,63.2783015137059
1,0.0,46.11226246335674,0.0,45,46.11226246335674,0.0,45,46.11226246335674
2,0.0,42.9211143606159,0.0,45,42.9211143606159,0.0,45,42.9211143606159
3,0.0,15.628895214366297,0.0,45,15.628895214366297,0.0,45,15.628895214366297
4,0.0,46.36138101087051,0.0,45,46.36138101087051,0.0,45,46.36138101087051
5,2.0,6.282582289381514,0.0,45,6.203088170464051,0.0,45,6.203088170464051
6,0.0,1.795448660865811,2.0,45,1.759945309571627,2.0,45,1.759945309571627
7,2.0,3.2830821057279684,2.0,45,3.2645317781066723,2.0,45,3.2645317781066723
8,2.0,14.627192548229608,0.0,45,14.542988475256994,0.0,45,14.542988475256994
9,2.0,94.33392345159938,0.0,45,94.46421565653837,0.0,45,94.46421565653837
10,2.0,11.896562253264383,0.0,45,12.035218629788291,0.0,45,12.035218629788291
11,0.0,3.9952323873043194,0.0,45,3.9952323873043194,0.0,45,3.9952323873043194
12,0.0,6.081411040407043,0.0,45,6.081411040407043,0.0,45,6.081411040407043
13,0.0,26.50016179144366,0.0,45,26.50016179144366,0.0,45,26.50016179144366
14,2.0,4.251678622637222,0.0,45,4.43528234626421,0.0,45,4.43528234626421
15,0.0,18.8871670152876,0.0,45,18.8871670152876,0.0,45,18.8871670152876
16,0.0,48.94148213439358,0.0,45,48.94148213439358,0.0,45,48.94148213439358
17,0.0,3.5887487842362256,2.0,45,3.8060137913172216,2.0,45,3.8060137913172216
18,0.0,20.549669157744702,0.0,45,20.549669157744702,0.0,45,20.549669157744702
19,0.0,10.455148133968429,0.0,45,10.455148133968429,0.0,45,10.455148133968429
20,0.0,29.222188367540106,0.0,45,29.222188367540106,0.0,45,29.222188367540106
21,0.0,104.32069842822489,0.0,45,104.32069842822489,0.0,45,104.32069842822489
22,0.0,4.584025998033653,0.0,45,4.584025998033653,0.0,45,4.584025998033653
23,0.0,3.001626866418011,0.0,45,3.001626866418011,0.0,45,3.001626866418011
24,0.0,22.326861873041278,0.0,44,22.326861873041278,0.0,45,22.326861873041278
25,0.0,15.755204501690223,0.0,45,15.755204501690223,0.0,45,15.755204501690223
26,0.0,1.6466053558129907,2.0,45,1.731079138967328,2.0,45,1.731079138967328
27,0.0,154.17322373738082,0.0,45,154.17322373738082,0.0,45,154.17322373738082
28,2.0,8.412662736528901,0.0,45,8.368471278329103,0.0,45,8.368471278329103
29,0.0,5.590406327450433,0.0,45,5.590406327450433,0.0,45,5.590406327450433
30,0.0,4.050963047875774,0.0,45,4.050963047875774,0.0,45,4.050963047875774
31,0.0,7.612888762061689,0.0,45,7.612888762061689,0.0,45,7.612888762061689
32,0.0,20.37260558582375,0.0,45,20.37260558582375,0.0,45,20.37260558582375
33,0.0,9.211359379896136,0.0,45,9.211359379896136,0.0,45,9.211359379896136
34,0.0,21.951196176542368,0.0,45,21.951196176542368,0.0,45,21.951196176542368
35,0.0,7.49987983688653,0.0,45,7.49987983688653,0.0,45,7.49987983688653
36,0.0,4.755492776577422,0.0,45,4.755492776577422,0.0,45,4.755492776577422
37,0.0,25.475568551390936,0.0,45,25.475568551390936,0.0,45,25.475568551390936
38,0.0,2.284145844043207,0.0,45,2.284145844043207,0.0,45,2.284145844043207
39,0.0,66.7144316879495,2.0,45,67.19441107035664,2.0,45,67.19441107035664
40,0.0,19.046244840210985,0.0,45,19.046244840210985,0.0,45,19.046244840210985
41,0.0,64.35020304487328,0.0,44,64.35020304487328,0.0,45,64.35020304487328
42,0.0,4.9082713710200645,0.0,45,4.9082713710200645,0.0,45,4.9082713710200645
43,0.0,27.617580464425167,0.0,45,27.617580464425167,0.0,45,27.617580464425167
44,2.0,1.9188147997470157,0.0,45,1.947496710425617,0.0,45,1.947496710425617
45,2.0,4.489142756306824,0.0,45,4.625949589896094,0.0,45,4.625949589896094
46,0.0,4.101404827436116,0.0,45,4.101404827436116,0.0,45,4.101404827436116
47,0.0,8.901731154666749,0.0,44,8.901731154666749,0.0,45,8.901731154666749
48,0.0,11.428376272054187,0.0,45,11.428376272054187,0.0,45,11.428376272054187
49,0.0,38.633541520417204,2.0,45,38.67213725078302,2.0,45,38.67213725078302
50,0.0,2.8356053402741237,0.0,45,2.8356053402741237,0.0,45,2.8356053402741237
51,0.0,23.501634231499782,0.0,45,23.501634231499782,0.0,45,23.501634231499782
52,0.0,6.804546449827881,0.0,45,6.804546449827881,0.0,45,6.804546449827881
53,0.0,15.304077242660723,0.0,45,15.304077242660723,0.0,45,15.304077242660723
54,2.0,7.563059008419323,0.0,45,7.52461765778246,0.0,45,7.52461765778246
55,2.0,25.43374466741783,0.0,45,25.568268162651822,0.0,45,25.568268162651822
56,0.0,4.704962335096962,0.0,45,4.704962335096962,0.0,45,4.704962335096962
57,0.0,2.995048064607858,0.0,45,2.995048064607858,0.0,45,2.995048064607858
58,2.0,4.584775863712301,0.0,45,4.6049634001813065,0.0,45,4.6049634001813065
59,0.0,6.196119745551232,0.0,45,6.196119745551232,0.0,45,6.196119745551232
60,0.0,18.918400711982418,0.0,45,18.918400711982418,0.0,45,18.918400711982418
61,2.0,7.541848113191645,0.0,45,7.5791418002248205,0.0,45,7.5791418002248205
62,0.0,3.159974731683463,0.0,45,3.159974731683463,0.0,45,3.159974731683463
63,2.0,28.465152473985448,2.0,45,28.465152473985448,2.0,45,28.465152473985448
64,0.0,7.903400234716931,0.0,45,7.903400234716931,0.0,45,7.903400234716931
65,0.0,76.60331482050519,0.0,45,76.60331482050519,0.0,45,76.60331482050519
66,2.0,47.93149616432944,0.0,45,48.17338732950664,0.0,45,48.17338732950664
67,0.0,3.3275991658904784,0.0,45,3.3275991658904784,0.0,45,3.3275991658904784
68,0.0,9.187899896917825,0.0,45,9.187899896917825,0.0,45,9.187899896917825
69,0.0,5.903572233302826,0.0,45,5.903572233302826,0.0,45,5.903572233302826
70,0.0,5.86454166963879,0.0,45,5.86454166963879,0.0,45,5.86454166963879
71,0.0,13.739788790564484,0.0,44,13.739788790564484,0.0,45,13.739788790564484
72,0.0,11.967724514664756,0.0,45,11.967724514664756,0.0,45,11.967724514664756
73,0.0,1.2335292409057304,0.0,45,1.2335292409057304,0.0,45,1.2335292409057304
74,0.0,2.578402904927275,0.0,45,2.578402904927275,0.0,45,2.578402904927275
75,0.0,51.30433202201909,0.0,45,51.30433202201909,0.0,45,51.30433202201909
76,0.0,4.752149182036757,0.0,44,4.752149182036757,0.0,45,4.752149182036757
77,0.0,6.176896150616011,0.0,45,6.176896150616011,0.0,45,6.176896150616011
78,0.0,16.28369227200665,0.0,45,16.28369227200665,0.0,45,16.28369227200665
79,2.0,4.983404459205574,0.0,45,4.982330514652393,0.0,45,4.982330514652393
80,0.0,4.910202799941224,0.0,45,4.910202799941224,0.0,45,4.910202799941224
81,0.0,3.529655674426809,0.0,45,3.529655674426809,0.0,45,3.529655674426809
82,0.0,54.302915126385116,0.0,45,54.302915126385116,0.0,45,54.302915126385116
83,0.0,1.6929517624215404,0.0,45,1.6929517624215404,0.0,45,1.6929517624215404
84,0.0,40.03968455826374,0.0,45,40.03968455826374,0.0,45,40.03968455826374
85,0.0,4.363308660144616,0.0,45,4.363308660144616,0.0,45,4.363308660144616
86,0.0,2.7871668314186455,0.0,45,2.7871668314186455,0.0,45,2.7871668314186455
87,0.0,23.89671034179983,0.0,45,23.89671034179983,0.0,45,23.89671034179983
88,2.0,5.589882157023155,0.0,45,5.609280202875557,0.0,45,5.609280202875557
89,0.0,73.44540913862161,0.0,45,73.44540913862161,0.0,45,73.44540913862161
