,x0,x1,y1,x3,y3,x4,y4
0,0.0,0.0,1,0.0,452,0.0,874
1,0.0,0.0,1,0.0,472,0.0,913
2,0.0,0.0,1,0.0,445,0.0,860
3,0.0,0.0,1,0.0,496,0.0,961
4,0.0,0.0,1,0.0,471,0.0,910
5,0.0,0.0,1,0.0,479,0.0,926
6,0.0,0.0,1,0.0,487,0.0,941
7,0.0,0.0,1,0.0,429,0.0,826
8,0.0,0.0,1,0.0,452,0.0,870
9,0.0,0.0,1,0.0,486,0.0,941
10,0.0,0.0,1,0.0,452,0.0,872
11,0.0,0.0,1,0.0,494,0.0,956
12,0.0,0.0,1,0.0,511,0.0,989
13,0.0,0.0,1,0.0,481,0.0,930
14,0.0,0.0,1,0.0,446,0.0,861
15,0.0,0.0,1,0.0,457,0.0,882
16,0.0,0.0,1,0.0,509,0.0,985
17,0.0,0.0,1,0.0,487,0.0,943
18,0.0,0.0,1,0.0,487,0.0,942
19,0.0,0.0,1,0.0,498,0.0,965
20,0.0,0.0,1,0.0,463,0.0,893
21,0.0,0.0,1,0.0,450,0.0,869
22,0.0,0.0,1,0.0,468,0.0,905
23,0.0,0.0,1,0.0,461,0.0,890
24,0.0,0.0,1,0.0,461,0.0,891
25,0.0,0.0,1,0.0,462,0.0,891
26,0.0,0.0,1,0.0,459,0.0,886
27,0.0,0.0,1,0.0,468,0.0,904
28,0.0,0.0,1,0.0,465,0.0,898
29,0.0,0.0,1,0.0,485,0.0,938
30,0.0,0.0,1,0.0,434,0.0,836
31,0.0,0.0,1,0.0,451,0.0,871
32,0.0,0.0,1,0.0,469,0.0,905
33,0.0,0.0,1,0.0,450,0.0,868
34,0.0,0.0,1,0.0,460,0.0,889
35,0.0,0.0,1,0.0,470,0.0,908
36,0.0,0.0,1,0.0,450,0.0,867
37,0.0,0.0,1,0.0,445,0.0,857
38,0.0,0.0,1,0.0,466,0.0,900
39,0.0,0.0,1,0.0,434,0.0,836
40,0.0,0.0,1,0.0,464,0.0,897
41,0.0,0.0,1,0.0,472,0.0,912
42,0.0,0.0,1,0.0,446,0.0,861
43,0.0,0.0,1,0.0,497,0.0,961
44,0.0,0.0,1,0.0,460,0.0,887
45,0.0,0.0,1,0.0,451,0.0,872
46,0.0,0.0,1,0.0,457,0.0,881
47,0.0,0.0,1,0.0,436,0.0,839
48,0.0,0.0,1,0.0,462,0.0,892
49,0.0,0.0,1,0.0,447,0.0,862
50,0.0,0.0,1,0.0,492,0.0,952
51,0.0,0.0,1,0.0,456,0.0,881
52,0.0,0.0,1,0.0,462,0.0,893
53,0.0,0.0,1,0.0,468,0.0,906
54,0.0,0.0,1,0.0,465,0.0,897
55,0.0,0.0,1,0.0,462,0.0,892
56,0.0,0.0,1,0.0,490,0.0,948
57,0.0,0.0,1,0.0,426,0.0,820
58,0.0,0.0,1,0.0,464,0.0,897
59,0.0,0.0,1,0.0,455,0.0,879
60,0.0,0.0,1,0.0,427,0.0,822
61,0.0,0.0,1,0.0,498,0.0,963
62,0.0,0.0,1,0.0,509,0.0,986
63,0.0,0.0,1,0.0,485,0.0,937
64,0.0,0.0,1,0.0,464,0.0,896
65,0.0,0.0,1,0.0,461,0.0,890
66,0.0,0.0,1,0.0,504,0.0,976
67,0.0,0.0,1,0.0,473,0.0,914
68,0.0,0.0,1,0.0,440,0.0,849
69,0.0,0.0,1,0.0,478,0.0,925
70,0.0,0.0,1,0.0,461,0.0,890
71,0.0,0.0,1,0.0,486,0.0,941
72,0.0,0.0,1,0.0,487,0.0,943
73,0.0,0.0,1,0.0,511,0.0,989
74,0.0,0.0,1,0.0,471,0.0,910
75,0.0,0.0,1,0.0,474,0.0,917
76,0.0,0.0,1,0.0,452,0.0,873
77,0.0,0.0,1,0.0,477,0.0,922
78,0.0,0.0,1,0.0,461,0.0,890
79,0.0,0.0,1,0.0,477,0.0,923
80,0.0,0.0,1,0.0,442,0.0,852
81,0.0,0.0,1,0.0,506,0.0,982
82,0.0,0.0,1,0.0,474,0.0,916
83,0.0,0.0,1,0.0,476,0.0,920
84,0.0,0.0,1,0.0,512,0.0,992
85,0.0,0.0,1,0.0,468,0.0,904
86,0.0,0.0,1,0.0,451,0.0,869
87,0.0,0.0,1,0.0,479,0.0,926
88,0.0,0.0,1,0.0,461,0.0,891
89,0.0,0.0,1,0.0,465,0.0,898
90,0.0,0.0,1,0.0,483,0.0,935
91,0.0,0.0,1,0.0,481,0.0,930
92,0.0,0.0,1,0.0,466,0.0,900
93,0.0,0.0,1,0.0,465,0.0,898
94,0.0,0.0,1,0.0,473,0.0,913
95,0.0,0.0,1,0.0,497,0.0,962
96,0.0,0.0,1,0.0,474,0.0,916
97,0.0,0.0,1,0.0,464,0.0,897
98,0.0,0.0,1,0.0,478,0.0,924
99,0.0,0.0,1,0.0,467,0.0,902
