,x0,x1,y1,x3,y3,x4,y4
0,0.0,3.394286963526598,1,0.0,206,0.0,376
1,0.0,3.2852788770372117,1,0.0,208,0.0,380
2,0.0,3.4182305915282782,1,0.0,200,0.0,365
3,0.0,3.2756240078022345,1,0.0,201,0.0,367
4,0.0,3.1218065165149693,1,0.0,215,0.0,395
5,2.0,3.269618213760074,1,0.0,171,0.0,306
6,0.0,2.8029036160829395,6,2.0,197,0.0,362
7,2.0,2.4780230008239927,6,2.0,202,0.0,365
8,2.0,3.372274085047759,1,0.0,209,0.0,384
9,2.0,3.170802169091065,1,0.0,231,0.0,427
10,2.0,3.230562991507809,1,0.0,202,0.0,368
11,0.0,3.201701304737432,1,0.0,233,0.0,432
12,0.0,3.1075138125740565,1,0.0,193,0.0,350
13,0.0,3.1550763244857314,1,0.0,203,0.0,371
14,2.0,3.2766923143009685,1,0.0,212,0.0,389
15,0.0,3.2204843538503374,1,0.0,178,0.0,320
16,0.0,3.2199135683386193,1,0.0,211,0.0,388
17,0.0,2.93090161994676,2,2.0,194,0.0,352
18,0.0,3.158949803699917,1,0.0,213,0.0,392
19,0.0,3.2200588550057554,1,0.0,198,0.0,360
20,0.0,3.223143572896589,1,0.0,209,0.0,384
21,0.0,3.136119753879345,1,0.0,196,0.0,357
22,0.0,3.283006558628712,1,0.0,195,0.0,353
23,0.0,3.2440235910034456,1,0.0,209,0.0,383
24,0.0,3.1746092351316992,1,0.0,217,0.0,400
25,0.0,3.379369148391546,1,0.0,167,0.0,300
26,0.0,2.865189455370948,3,2.0,152,0.0,256
27,0.0,3.1879394568716584,1,0.0,212,0.0,389
28,2.0,3.176081886666169,1,0.0,195,0.0,356
29,0.0,3.2480209867541556,1,0.0,178,0.0,319
30,0.0,3.3315886452886923,1,0.0,205,0.0,374
31,0.0,3.169759287859814,1,0.0,207,0.0,380
32,0.0,3.2425970311038137,1,0.0,192,0.0,348
33,0.0,3.2376187113863466,1,0.0,204,0.0,372
34,0.0,3.1858915345679533,1,0.0,219,0.0,404
35,0.0,3.240623851704257,1,0.0,195,0.0,356
36,0.0,3.1842659543068272,1,0.0,199,0.0,361
37,0.0,3.3266673592675184,1,0.0,187,0.0,337
38,0.0,3.318731197861707,1,0.0,179,0.0,321
39,0.0,2.589716093579265,8,2.0,178,0.0,323
40,0.0,3.323458854989986,1,0.0,188,0.0,339
41,0.0,3.2208602039188086,1,0.0,192,0.0,348
42,0.0,3.1363350535406433,1,0.0,195,0.0,353
43,0.0,3.2307146102603688,1,0.0,201,0.0,366
44,2.0,3.3534465237896205,1,0.0,191,0.0,346
45,2.0,3.215110280410876,1,0.0,206,0.0,380
46,0.0,3.2681036265214436,1,0.0,183,0.0,330
47,0.0,3.1953411725159024,1,0.0,207,0.0,380
48,0.0,3.267103237717141,1,0.0,213,0.0,390
49,0.0,2.91262697387211,3,2.0,170,0.0,298
50,0.0,3.278295159227969,1,0.0,212,0.0,388
51,0.0,3.2833700122383966,1,0.0,199,0.0,364
52,0.0,3.2028038740401783,1,0.0,212,0.0,390
53,0.0,3.375919763274867,1,0.0,191,0.0,346
54,2.0,3.243373552492691,1,0.0,204,0.0,372
55,0.0,2.2368656152955286,4,2.0,211,0.0,399
56,0.0,3.2201163182863803,1,0.0,203,0.0,369
57,0.0,3.3356520599392234,1,0.0,177,0.0,319
58,2.0,3.3557315303282413,1,0.0,202,0.0,369
59,0.0,3.3364984000855338,1,0.0,172,0.0,306
60,0.0,3.2428814716705547,1,0.0,217,0.0,398
61,2.0,3.2500654274792975,1,0.0,215,0.0,394
62,0.0,3.2210918518184517,1,0.0,211,0.0,387
63,0.0,3.7596732589531094,17,2.0,183,0.0,322
64,0.0,3.5043007404766797,1,0.0,128,0.0,216
65,0.0,3.279134842579139,1,0.0,204,0.0,372
66,2.0,3.290553730076754,1,0.0,190,0.0,345
67,0.0,3.266347322133969,1,0.0,189,0.0,343
68,0.0,3.1764258490341044,1,0.0,212,0.0,390
69,0.0,3.2260577459096544,1,0.0,181,0.0,327
70,0.0,3.349924662862913,1,0.0,168,0.0,300
71,0.0,3.2032281546502674,1,0.0,215,0.0,396
72,0.0,3.353858661336093,1,0.0,182,0.0,329
73,0.0,3.422077219959437,1,0.0,158,0.0,281
74,0.0,3.2017022473374888,1,0.0,167,0.0,298
75,0.0,3.256498499238996,1,0.0,192,0.0,350
76,0.0,3.1522477804267015,1,0.0,193,0.0,350
77,0.0,3.309178084704149,1,0.0,172,0.0,307
78,0.0,3.21645526950113,1,0.0,193,0.0,351
79,2.0,3.316662019003984,1,0.0,192,0.0,350
80,0.0,3.2475000349393217,1,0.0,213,0.0,392
81,0.0,3.2629165371223388,1,0.0,192,0.0,350
82,0.0,3.2515608163979715,1,0.0,212,0.0,389
83,0.0,3.2948692820332774,1,0.0,184,0.0,333
84,0.0,3.2341067174930966,1,0.0,200,0.0,364
85,0.0,3.379795750279956,1,0.0,175,0.0,315
86,0.0,3.2748315063162874,1,0.0,141,0.0,245
87,0.0,3.2200516439107774,1,0.0,208,0.0,381
88,0.0,2.4983202273795966,4,2.0,197,0.0,360
89,0.0,3.233944590252914,1,0.0,208,0.0,381
90,0.0,3.277633457022135,1,0.0,203,0.0,372
91,0.0,3.242177286856952,1,0.0,207,0.0,380
92,0.0,3.258996105566063,1,0.0,211,0.0,386
93,0.0,3.3217357187079766,1,0.0,218,0.0,402
94,0.0,2.8779086883746205,9,2.0,203,0.0,377
95,2.0,3.2978110284512105,1,0.0,211,0.0,389
96,0.0,3.2348417882784815,1,0.0,199,0.0,362
97,0.0,3.177358254477238,1,0.0,218,0.0,402
98,0.0,2.968359024684667,4,2.0,174,0.0,304
99,2.0,3.246603171214355,1,0.0,206,0.0,378
