,x0,x1,y1,x3,y3,x4,y4
0,0.0,0.0,1,0.0,271,0.0,508
1,0.0,0.0,1,0.0,273,0.0,511
2,0.0,0.0,1,0.0,264,0.0,495
3,0.0,0.0,1,0.0,264,0.0,494
4,0.0,0.0,1,0.0,282,0.0,531
5,2.0,0.0,1,0.0,227,0.0,420
6,2.0,0.0,1,0.0,259,0.0,484
7,0.0,0.0,1,0.0,266,0.0,499
8,2.0,0.0,1,0.0,276,0.0,519
9,2.0,0.0,24,2.0,302,0.0,573
10,2.0,0.0,1,0.0,265,0.0,495
11,0.0,0.0,1,0.0,308,0.0,582
12,0.0,0.0,1,0.0,254,0.0,472
13,0.0,0.0,1,0.0,268,0.0,502
14,2.0,0.0,1,0.0,279,0.0,523
15,0.0,0.0,1,0.0,235,0.0,435
16,0.0,0.0,1,0.0,280,0.0,527
17,0.0,0.0,2,2.0,257,0.0,479
18,0.0,0.0,1,0.0,280,0.0,526
19,0.0,0.0,1,0.0,261,0.0,487
20,0.0,0.0,1,0.0,277,0.0,520
21,0.0,0.0,1,0.0,258,0.0,482
22,0.0,0.0,1,0.0,254,0.0,472
23,0.0,0.0,1,0.0,274,0.0,515
24,0.0,0.0,1,0.0,287,0.0,541
25,0.0,0.0,1,0.0,224,0.0,415
26,2.0,0.0,1,0.0,203,0.0,369
27,0.0,0.0,1,0.0,278,0.0,523
28,2.0,0.0,1,0.0,256,0.0,479
29,0.0,0.0,1,0.0,233,0.0,431
30,0.0,0.0,1,0.0,268,0.0,502
31,0.0,0.0,1,0.0,272,0.0,510
32,0.0,0.0,1,0.0,252,0.0,470
33,0.0,0.0,1,0.0,269,0.0,502
34,0.0,0.0,1,0.0,290,0.0,546
35,0.0,0.0,1,0.0,258,0.0,483
36,0.0,0.0,1,0.0,262,0.0,489
37,0.0,0.0,1,0.0,245,0.0,454
38,0.0,0.0,1,0.0,237,0.0,437
39,0.0,0.0,6,2.0,236,0.0,441
40,0.0,0.0,1,0.0,249,0.0,462
41,0.0,0.0,1,0.0,253,0.0,471
42,0.0,0.0,1,0.0,257,0.0,479
43,0.0,0.0,1,0.0,263,0.0,493
44,2.0,0.0,1,0.0,255,0.0,475
45,2.0,0.0,1,0.0,273,0.0,515
46,0.0,0.0,1,0.0,243,0.0,450
47,0.0,0.0,1,0.0,273,0.0,513
48,0.0,0.0,1,0.0,280,0.0,526
49,0.0,0.0,4,2.0,224,0.0,407
50,0.0,0.0,1,0.0,279,0.0,524
51,0.0,0.0,1,0.0,263,0.0,493
52,0.0,0.0,1,0.0,278,0.0,522
53,0.0,0.0,1,0.0,251,0.0,469
54,2.0,0.0,1,0.0,268,0.0,501
55,2.0,0.0,1,0.0,280,0.0,527
56,0.0,0.0,1,0.0,265,0.0,494
57,0.0,0.0,1,0.0,236,0.0,440
58,2.0,0.0,1,0.0,267,0.0,500
59,0.0,0.0,1,0.0,227,0.0,419
60,0.0,0.0,1,0.0,284,0.0,534
61,2.0,0.0,1,0.0,283,0.0,533
62,0.0,0.0,1,0.0,277,0.0,521
63,0.0,0.0,13,2.0,239,0.0,436
64,0.0,0.0,1,0.0,171,0.0,305
65,0.0,0.0,1,0.0,268,0.0,501
66,2.0,0.0,1,0.0,248,0.0,463
67,0.0,0.0,1,0.0,250,0.0,465
68,0.0,0.0,1,0.0,279,0.0,525
69,0.0,0.0,1,0.0,240,0.0,447
70,0.0,0.0,1,0.0,223,0.0,412
71,0.0,0.0,1,0.0,282,0.0,532
72,0.0,0.0,1,0.0,241,0.0,447
73,0.0,0.0,1,0.0,211,0.0,387
74,0.0,0.0,1,0.0,220,0.0,405
75,0.0,0.0,1,0.0,255,0.0,476
76,0.0,0.0,1,0.0,254,0.0,474
77,0.0,0.0,1,0.0,228,0.0,421
78,0.0,0.0,1,0.0,255,0.0,476
79,2.0,0.0,1,0.0,255,0.0,476
80,0.0,0.0,1,0.0,280,0.0,527
81,0.0,0.0,1,0.0,255,0.0,478
82,0.0,0.0,1,0.0,279,0.0,523
83,0.0,0.0,1,0.0,242,0.0,449
84,0.0,0.0,1,0.0,264,0.0,491
85,0.0,0.0,1,0.0,234,0.0,433
86,0.0,0.0,1,0.0,189,0.0,343
87,0.0,0.0,1,0.0,275,0.0,516
88,0.0,0.0,5,2.0,259,0.0,486
89,0.0,0.0,1,0.0,273,0.0,513
90,0.0,0.0,1,0.0,266,0.0,499
91,0.0,0.0,1,0.0,273,0.0,512
92,0.0,0.0,1,0.0,278,0.0,522
93,0.0,0.0,1,0.0,287,0.0,541
94,2.0,0.0,1,0.0,267,0.0,500
95,2.0,0.0,1,0.0,281,0.0,529
96,0.0,0.0,1,0.0,264,0.0,494
97,0.0,0.0,1,0.0,288,0.0,544
98,2.0,0.0,1,0.0,228,0.0,421
99,2.0,0.0,1,0.0,272,0.0,512
